"tip_label","kingdom","phylum","class","order","family","genus","species","order2","alpha","family2","hab1","hab2","habitat_preference","num_present","family_common"
"otu_9205","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Myxococcus","Myxococcus sp013372585","Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",11,"Myxococcaceae"
"otu_1450","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Vitiosangium","Vitiosangium sp003044305","Myxococcales",1,"Myxococcaceae","mud_and_shore","mud_and_shore","mud_and_shore",4,"Myxococcaceae"
"otu_3436","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",10,"Myxococcaceae"
"otu_4259","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",6,"Myxococcaceae"
"otu_654","Bacteria","Myxococcota","Myxococcia","Myxococcales",NA,NA,NA,"Myxococcales",1,"uncertain","freshwater","freshwater","freshwater",4,"uncertain"
"otu_6385","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Aggregicoccus","Aggregicoccus sp009659535","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",6,"Myxococcaceae"
"otu_1743","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",8,"Myxococcaceae"
"otu_3998","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Stigmatella","Stigmatella erecta","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",12,"Myxococcaceae"
"otu_1523","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",9,"Myxococcaceae"
"otu_4603","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",11,"Myxococcaceae"
"otu_7890","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",7,"Myxococcaceae"
"otu_703","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Stigmatella","Stigmatella erecta","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",10,"Myxococcaceae"
"otu_4887","Bacteria","Myxococcota","Myxococcia","Myxococcales",NA,NA,NA,"Myxococcales",1,"uncertain","freshwater","freshwater","freshwater",4,"uncertain"
"otu_828","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae",NA,NA,"Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",10,"Myxococcaceae"
"otu_1349","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",5,"Myxococcaceae"
"otu_2895","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",7,"Myxococcaceae"
"otu_111","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","mud_and_shore","mud_and_shore","mud_and_shore",4,"Myxococcaceae"
"otu_5844","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Stigmatella","Stigmatella aurantiaca","Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",5,"Myxococcaceae"
"otu_1694","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Myxococcus","Myxococcus sp010894405","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",6,"Myxococcaceae"
"otu_2769","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Myxococcus","Myxococcus sp010894405","Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",8,"Myxococcaceae"
"otu_2242","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae",NA,NA,"Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",10,"Myxococcaceae"
"otu_2163","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Myxococcus",NA,"Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",8,"Myxococcaceae"
"otu_13211","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae",NA,NA,"Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",7,"Myxococcaceae"
"otu_2290","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae",NA,NA,"Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",4,"Myxococcaceae"
"otu_2071","Bacteria","Myxococcota","Myxococcia","Myxococcales",NA,NA,NA,"Myxococcales",1,"uncertain","freshwater","freshwater","freshwater",5,"uncertain"
"otu_3357","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Stigmatella","Stigmatella erecta","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",4,"Myxococcaceae"
"otu_7085","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Stigmatella","Stigmatella erecta","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",4,"Myxococcaceae"
"otu_304","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Stigmatella","Stigmatella erecta","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",8,"Myxococcaceae"
"otu_610","Bacteria","Myxococcota","Myxococcia","Myxococcales",NA,NA,NA,"Myxococcales",1,"uncertain","freshwater","freshwater","freshwater",5,"uncertain"
"otu_4241","Bacteria","Myxococcota","Myxococcia","Myxococcales",NA,NA,NA,"Myxococcales",1,"uncertain","freshwater","freshwater","freshwater",4,"uncertain"
"otu_10605","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",8,"Myxococcaceae"
"otu_8414","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",6,"Myxococcaceae"
"otu_2042","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Corallococcus",NA,"Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",7,"Myxococcaceae"
"otu_3782","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Corallococcus",NA,"Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",5,"Myxococcaceae"
"otu_15542","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae",NA,NA,"Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",4,"Myxococcaceae"
"otu_5271","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Corallococcus",NA,"Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",8,"Myxococcaceae"
"otu_3513","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Corallococcus",NA,"Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",4,"Myxococcaceae"
"otu_12636","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae",NA,NA,"Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",4,"Myxococcaceae"
"otu_18084","Bacteria","Myxococcota","Myxococcia","Myxococcales",NA,NA,NA,"Myxococcales",1,"uncertain","terrestrial","terrestrial","terrestrial",4,"uncertain"
"otu_8908","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Corallococcus",NA,"Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",8,"Myxococcaceae"
"otu_3524","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Cystobacter","Cystobacter ferrugineus","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",5,"Myxococcaceae"
"otu_4013","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Corallococcus","Corallococcus sp009909145","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",10,"Myxococcaceae"
"otu_1282","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Corallococcus","Corallococcus terminator","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",15,"Myxococcaceae"
"otu_607","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Corallococcus","Corallococcus sicarius","Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",18,"Myxococcaceae"
"otu_614","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Corallococcus",NA,"Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",7,"Myxococcaceae"
"otu_388","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Corallococcus",NA,"Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",16,"Myxococcaceae"
"otu_2183","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Corallococcus","Corallococcus coralloides","Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",11,"Myxococcaceae"
"otu_386","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Corallococcus","Corallococcus exiguus","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",28,"Myxococcaceae"
"otu_17482","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Corallococcus","Corallococcus interemptor","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",4,"Myxococcaceae"
"otu_5305","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Corallococcus",NA,"Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",5,"Myxococcaceae"
"otu_6183","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Corallococcus","Corallococcus interemptor","Myxococcales",1,"Myxococcaceae","freshwater","mud_and_shore","freshwater:mud_and_shore",6,"Myxococcaceae"
"otu_14396","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Corallococcus","Corallococcus interemptor","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",4,"Myxococcaceae"
"otu_9609","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Corallococcus","Corallococcus interemptor","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",7,"Myxococcaceae"
"otu_6722","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Corallococcus","Corallococcus interemptor","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",4,"Myxococcaceae"
"otu_5421","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Corallococcus","Corallococcus interemptor","Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",4,"Myxococcaceae"
"otu_1385","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Stigmatella","Stigmatella erecta","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",8,"Myxococcaceae"
"otu_5270","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Corallococcus",NA,"Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",4,"Myxococcaceae"
"otu_2806","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae",NA,NA,"Myxococcales",1,"Myxococcaceae","freshwater","mud_and_shore","freshwater:mud_and_shore",6,"Myxococcaceae"
"otu_7963","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium gephyra","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",5,"Myxococcaceae"
"otu_394","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","RPRB01","RPRB01 sp003818285","Myxococcales",1,"Myxococcaceae","mud_and_shore","mud_and_shore","mud_and_shore",5,"Myxococcaceae"
"otu_4113","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Corallococcus","Corallococcus sp003611675","Myxococcales",1,"Myxococcaceae","mud_and_shore","mud_and_shore","mud_and_shore",7,"Myxococcaceae"
"otu_714","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Stigmatella","Stigmatella aurantiaca","Myxococcales",1,"Myxococcaceae","mud_and_shore","mud_and_shore","mud_and_shore",8,"Myxococcaceae"
"otu_11848","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae",NA,NA,"Myxococcales",1,"Myxococcaceae","mud_and_shore","mud_and_shore","mud_and_shore",4,"Myxococcaceae"
"otu_14325","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Corallococcus","Corallococcus exercitus","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",5,"Myxococcaceae"
"otu_144","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Stigmatella","Stigmatella erecta","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",10,"Myxococcaceae"
"otu_13647","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Corallococcus","Corallococcus exercitus","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",4,"Myxococcaceae"
"otu_3589","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Myxococcus","Myxococcus sp013372585","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",8,"Myxococcaceae"
"otu_3095","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium gephyra","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",4,"Myxococcaceae"
"otu_11029","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Myxococcus","Myxococcus sp010894405","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",5,"Myxococcaceae"
"otu_1942","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Myxococcus","Myxococcus sp010894455","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",4,"Myxococcaceae"
"otu_2608","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Myxococcus","Myxococcus sp010894405","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",11,"Myxococcaceae"
"otu_106","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Myxococcus","Myxococcus sp010894435","Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",23,"Myxococcaceae"
"otu_92","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Myxococcus","Myxococcus sp010894405","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",18,"Myxococcaceae"
"otu_223","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae",NA,NA,"Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",6,"Myxococcaceae"
"otu_139","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Myxococcus","Myxococcus sp010894405","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",6,"Myxococcaceae"
"otu_409","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae",NA,NA,"Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",7,"Myxococcaceae"
"otu_681","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Myxococcus","Myxococcus sp010894405","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",5,"Myxococcaceae"
"otu_382","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium",NA,"Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",8,"Myxococcaceae"
"otu_875","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium violaceum","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",5,"Myxococcaceae"
"otu_141","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae",NA,NA,"Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",15,"Myxococcaceae"
"otu_2425","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Hyalangium","Hyalangium minutum","Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",12,"Myxococcaceae"
"otu_311","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Hyalangium","Hyalangium minutum","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",6,"Myxococcaceae"
"otu_877","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Myxococcus","Myxococcus sp010894405","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",4,"Myxococcaceae"
"otu_1225","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae",NA,NA,"Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",6,"Myxococcaceae"
"otu_343","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Hyalangium","Hyalangium minutum","Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",12,"Myxococcaceae"
"otu_2208","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Hyalangium","Hyalangium minutum","Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",12,"Myxococcaceae"
"otu_2032","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Myxococcus",NA,"Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",8,"Myxococcaceae"
"otu_12253","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae",NA,NA,"Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",4,"Myxococcaceae"
"otu_469","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Cystobacter","Cystobacter ferrugineus","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",9,"Myxococcaceae"
"otu_1648","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Cystobacter","Cystobacter ferrugineus","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",5,"Myxococcaceae"
"otu_15662","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Myxococcus",NA,"Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",5,"Myxococcaceae"
