"tip_label","kingdom","phylum","class","family","genus","species","habitat_preference","num_present"
"otu_8744","Bacteria","Myxococcota","Polyangia","SG8-38","JAADHO01","JAADHO01 sp013151775","mud_and_shore",4
"otu_1728","Bacteria","Myxococcota","Polyangia","SG8-38","JAADHO01","JAADHO01 sp013151775","mud_and_shore",5
"otu_5472","Bacteria","Myxococcota","Polyangia","SG8-38","GCA-2699025","GCA-2699025 sp002699025","mud_and_shore",4
"otu_6364","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","Anaeromyxobacter","Anaeromyxobacter dehalogenans","mud_and_shore",10
"otu_2699","Bacteria","Myxococcota","Polyangia","Haliangiaceae","WYBA01","WYBA01 sp011526095","freshwater:terrestrial",9
"otu_7406","Bacteria","Myxococcota","Polyangia","Haliangiaceae",NA,NA,"freshwater",6
"otu_16138","Bacteria","Myxococcota","Polyangia","Haliangiaceae","Haliangium","Haliangium ochraceum","freshwater",7
"otu_5691","Bacteria","Myxococcota","Polyangia","Haliangiaceae","Haliangium","Haliangium ochraceum","freshwater",4
"otu_2833","Bacteria","Myxococcota","Polyangia","SG8-38","GCA-2699025","GCA-2699025 sp002699025","freshwater",4
"otu_14761","Bacteria","Myxococcota","Polyangia","SG8-38","JAADHO01","JAADHO01 sp013151775","mud_and_shore",4
"otu_1039","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Sorangium","Sorangium cellulosum","mud_and_shore",5
"otu_4727","Bacteria","Myxococcota","Polyangia",NA,NA,NA,"mud_and_shore",7
"otu_15483","Bacteria","Myxococcota","Polyangia","Haliangiaceae","WYBA01","WYBA01 sp011526095","freshwater",8
"otu_1526","Bacteria","Myxococcota","Polyangia","Haliangiaceae","WYBA01","WYBA01 sp011526095","freshwater",8
"otu_2857","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Polyangium","Polyangium sp005144635","freshwater",8
"otu_1643","Bacteria","Myxococcota","Polyangia","Haliangiaceae","JABFXX01","JABFXX01 sp013812655","freshwater",5
"otu_3530","Bacteria","Myxococcota","Polyangia","Haliangiaceae",NA,NA,"freshwater:terrestrial",7
"otu_1659","Bacteria","Myxococcota","Polyangia",NA,NA,NA,"mud_and_shore",7
"otu_6945","Bacteria","Myxococcota","Polyangia","Haliangiaceae","JABFXX01","JABFXX01 sp013812655","freshwater:terrestrial",5
"otu_228","Bacteria","Myxococcota","Polyangia","Haliangiaceae","WYBA01","WYBA01 sp011526095","freshwater:terrestrial",12
"otu_18324","Bacteria","Myxococcota","Polyangia","Haliangiaceae","WYBA01","WYBA01 sp011526095","generalist",5
"otu_14623","Bacteria","Myxococcota","Polyangia","Haliangiaceae","WYBA01","WYBA01 sp011526095","freshwater:terrestrial",5
"otu_936","Bacteria","Myxococcota","Polyangia","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","terrestrial",13
"otu_1289","Bacteria","Myxococcota","Polyangia","Haliangiaceae","JABFXX01","JABFXX01 sp013812655","freshwater",7
"otu_3137","Bacteria","Myxococcota","Polyangia","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","freshwater",6
"otu_3676","Bacteria","Myxococcota","Polyangia","Haliangiaceae","JABFXX01","JABFXX01 sp013812655","freshwater",4
"otu_9313","Bacteria","Myxococcota","Polyangia","Haliangiaceae","JABFXX01","JABFXX01 sp013812655","freshwater:terrestrial",12
"otu_5907","Bacteria","Myxococcota","Polyangia","Haliangiaceae","JABFXX01","JABFXX01 sp013812655","generalist",8
"otu_8752","Bacteria","Myxococcota","Polyangia","Haliangiaceae","JABFXX01","JABFXX01 sp013812655","mud_and_shore:terrestrial",4
"otu_7202","Bacteria","Myxococcota","Polyangia","Haliangiaceae","JABFXX01","JABFXX01 sp013812655","freshwater",8
"otu_8511","Bacteria","Myxococcota","Polyangia","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","freshwater:terrestrial",8
"otu_10266","Bacteria","Myxococcota","Polyangia","Haliangiaceae","JABFXX01","JABFXX01 sp013812655","freshwater",4
"otu_18660","Bacteria","Myxococcota","Polyangia","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","freshwater",7
"otu_5845","Bacteria","Myxococcota","Polyangia","Haliangiaceae","JABFXX01",NA,"freshwater",7
"otu_7432","Bacteria","Myxococcota","Polyangia","Haliangiaceae","JABFXX01","JABFXX01 sp013812655","freshwater:terrestrial",4
"otu_10875","Bacteria","Myxococcota","Polyangia","Haliangiaceae","JABFXX01","JABFXX01 sp013812655","freshwater",4
"otu_2473","Bacteria","Myxococcota","Polyangia","Haliangiaceae","JABFXX01","JABFXX01 sp013812655","freshwater:terrestrial",8
"otu_2210","Bacteria","Myxococcota","Polyangia","Haliangiaceae","Haliangium","Haliangium ochraceum","freshwater:terrestrial",5
"otu_10459","Bacteria","Myxococcota","Polyangia","Sandaracinaceae","Sandaracinus","Sandaracinus amylolyticus","freshwater",4
"otu_4916","Bacteria","Myxococcota","Polyangia","Sandaracinaceae","Sandaracinus","Sandaracinus amylolyticus","freshwater:terrestrial",9
"otu_1139","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix sp001899635","freshwater",16
"otu_12238","Bacteria","Myxococcota","Polyangia","Sandaracinaceae","Sandaracinus","Sandaracinus amylolyticus","freshwater:terrestrial",6
"otu_8211","Bacteria","Myxococcota","Polyangia","Sandaracinaceae","Sandaracinus","Sandaracinus amylolyticus","terrestrial",4
"otu_6950","Bacteria","Myxococcota","Polyangia","Sandaracinaceae","Sandaracinus","Sandaracinus amylolyticus","freshwater:terrestrial",4
"otu_8123","Bacteria","Myxococcota","Polyangia","Haliangiaceae",NA,NA,"freshwater",8
"otu_6744","Bacteria","Myxococcota","Polyangia","Sandaracinaceae","Sandaracinus","Sandaracinus amylolyticus","freshwater:mud_and_shore",5
"otu_5063","Bacteria","Myxococcota","Polyangia","Ga0077539","SCUS01","SCUS01 sp004297725","mud_and_shore",11
"otu_8001","Bacteria","Myxococcota","Polyangia","Polyangiaceae","JAAFHV01","JAAFHV01 sp013297655","freshwater",5
"otu_7207","Bacteria","Myxococcota","Polyangia","Sandaracinaceae","Sandaracinus","Sandaracinus amylolyticus","freshwater",4
"otu_8498","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix luteola","freshwater:mud_and_shore",7
"otu_13709","Bacteria","Myxococcota","Polyangia","Polyangiaceae",NA,NA,"freshwater:terrestrial",5
"otu_11837","Bacteria","Myxococcota","Polyangia","Polyangiaceae","JAAFHV01","JAAFHV01 sp013297655","freshwater:mud_and_shore",4
"otu_9888","Bacteria","Myxococcota","Polyangia",NA,NA,NA,"terrestrial",9
"otu_6820","Bacteria","Myxococcota","Polyangia","Polyangiaceae","JAAFHV01","JAAFHV01 sp013297655","freshwater",4
"otu_4994","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix luteola","freshwater:mud_and_shore",13
"otu_2655","Bacteria","Myxococcota","Polyangia","Ga0077539","SCUS01","SCUS01 sp903845045","freshwater",7
"otu_10946","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix sp001899635","freshwater",4
"otu_10280","Bacteria","Myxococcota","Polyangia",NA,NA,NA,"freshwater",4
"otu_5295","Bacteria","Myxococcota","Polyangia","Haliangiaceae","Haliangium","Haliangium ochraceum","terrestrial",4
"otu_2131","Bacteria","Myxococcota","Polyangia","Sandaracinaceae","Sandaracinus","Sandaracinus amylolyticus","freshwater",7
"otu_9116","Bacteria","Myxococcota","Polyangia","Sandaracinaceae","Sandaracinus","Sandaracinus amylolyticus","terrestrial",4
"otu_3371","Bacteria","Myxococcota","Polyangia","Sandaracinaceae","Sandaracinus","Sandaracinus amylolyticus","terrestrial",6
"otu_2262","Bacteria","Myxococcota","Polyangia","Sandaracinaceae","Sandaracinus","Sandaracinus amylolyticus","terrestrial",8
"otu_4517","Bacteria","Myxococcota","Polyangia","Sandaracinaceae","Sandaracinus","Sandaracinus amylolyticus","freshwater",5
"otu_1695","Bacteria","Myxococcota","Polyangia","Sandaracinaceae","MED-G138","MED-G138 sp004213565","freshwater:terrestrial",11
"otu_7920","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix sp001899635","freshwater",4
"otu_4350","Bacteria","Myxococcota","Polyangia","Sandaracinaceae","Sandaracinus","Sandaracinus amylolyticus","freshwater",8
"otu_12071","Bacteria","Myxococcota","Polyangia","Sandaracinaceae","Sandaracinus","Sandaracinus amylolyticus","freshwater",5
"otu_4871","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix sp001899635","freshwater:terrestrial",6
"otu_7912","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix sp001899635","freshwater",4
"otu_3975","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix sp001899635","freshwater:terrestrial",9
"otu_7479","Bacteria","Myxococcota","Polyangia",NA,NA,NA,"freshwater:terrestrial",5
"otu_4528","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix sp001899635","freshwater:terrestrial",8
"otu_4056","Bacteria","Myxococcota","Polyangia","Sandaracinaceae","Sandaracinus","Sandaracinus amylolyticus","freshwater",9
"otu_13038","Bacteria","Myxococcota","Polyangia","Sandaracinaceae","Sandaracinus","Sandaracinus amylolyticus","freshwater:terrestrial",5
"otu_3076","Bacteria","Myxococcota","Polyangia","Sandaracinaceae","MED-G138","MED-G138 sp004213565","freshwater:terrestrial",6
"otu_11536","Bacteria","Myxococcota","Polyangia",NA,NA,NA,"freshwater",4
"otu_8612","Bacteria","Myxococcota","Polyangia","Sandaracinaceae","MED-G138","MED-G138 sp004213565","freshwater:terrestrial",9
"otu_3878","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix luteola","freshwater:terrestrial",13
"otu_26157","Bacteria","Myxococcota","Polyangia","Sandaracinaceae","MED-G138","MED-G138 sp004213565","freshwater:terrestrial",7
"otu_18004","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix sp001899635","freshwater:terrestrial",4
"otu_9125","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix luteola","terrestrial",7
"otu_8899","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix sp001899635","terrestrial",7
"otu_2959","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix sp001899635","terrestrial",6
"otu_9348","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix luteola","freshwater:terrestrial",9
"otu_1343","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix luteola","freshwater",8
"otu_3451","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix luteola","terrestrial",6
"otu_4186","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix luteola","freshwater:terrestrial",12
"otu_9234","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix luteola","terrestrial",4
"otu_1362","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix luteola","terrestrial",5
"otu_7158","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix luteola","freshwater:terrestrial",13
"otu_7037","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix sp001899635","freshwater",5
"otu_11833","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix luteola","freshwater",4
"otu_5433","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix luteola","freshwater",5
"otu_26896","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix sp001899635","freshwater:mud_and_shore",6
"otu_81","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix luteola","terrestrial",4
"otu_9274","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix luteola","mud_and_shore",5
"otu_2707","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix luteola","terrestrial",5
"otu_16019","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix sp001899635","terrestrial",5
"otu_13944","Bacteria","Myxococcota","Polyangia","Polyangiaceae","JAAFHV01","JAAFHV01 sp013297655","terrestrial",7
"otu_3527","Bacteria","Myxococcota","Polyangia","Haliangiaceae","WYBA01","WYBA01 sp011526095","freshwater:terrestrial",16
"otu_12502","Bacteria","Myxococcota","Polyangia","Ga0077539","SCUS01","SCUS01 sp004297725","terrestrial",4
"otu_5696","Bacteria","Myxococcota","Polyangia","Ga0077539","SCUS01","SCUS01 sp004297725","freshwater",4
"otu_3631","Bacteria","Myxococcota","Polyangia","Ga0077539","SCUS01","SCUS01 sp004297725","freshwater",11
"otu_20402","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Sorangium","Sorangium cellulosum","freshwater",4
"otu_1409","Bacteria","Myxococcota","Polyangia","Ga0077539","Ga0077539","Ga0077539 sp013298625","freshwater",7
"otu_7130","Bacteria","Myxococcota","Polyangia","Ga0077539","SCUS01","SCUS01 sp004297725","terrestrial",5
"otu_4860","Bacteria","Myxococcota","Polyangia","Ga0077539","SCUS01","SCUS01 sp004297725","mud_and_shore",4
"otu_9312","Bacteria","Myxococcota","Polyangia","Ga0077539","SCUS01","SCUS01 sp004297725","freshwater:terrestrial",8
"otu_9987","Bacteria","Myxococcota","Polyangia","Ga0077539","SCUS01","SCUS01 sp004297725","terrestrial",8
"otu_6076","Bacteria","Myxococcota","Polyangia","Ga0077539","SCUS01","SCUS01 sp004297725","terrestrial",4
"otu_5130","Bacteria","Myxococcota","Polyangia","Ga0077539","SCUS01","SCUS01 sp004297725","terrestrial",7
"otu_21121","Bacteria","Myxococcota","Polyangia","Ga0077539","SCUS01","SCUS01 sp903845045","freshwater:terrestrial",5
"otu_9211","Bacteria","Myxococcota","Polyangia","Ga0077539","SCUS01","SCUS01 sp903845045","freshwater:terrestrial",7
"otu_7321","Bacteria","Myxococcota","Polyangia","Ga0077539","SCUS01","SCUS01 sp903845045","terrestrial",8
"otu_1900","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix sp001899635","freshwater",6
"otu_6495","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix sp001899635","freshwater:terrestrial",7
"otu_2081","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix luteola","freshwater",9
"otu_9982","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix sp001899635","freshwater:terrestrial",5
"otu_3258","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix sp001899635","freshwater:terrestrial",7
"otu_3841","Bacteria","Myxococcota","Polyangia","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","freshwater:terrestrial",7
"otu_3549","Bacteria","Myxococcota","Polyangia",NA,NA,NA,"freshwater:terrestrial",18
"otu_290","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix sp001899635","terrestrial",8
"otu_11625","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix sp001899635","freshwater:terrestrial",6
"otu_5860","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix sp001899635","freshwater:terrestrial",7
"otu_463","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix sp001899635","terrestrial",6
"otu_437","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix sp001899635","freshwater:terrestrial",23
"otu_4129","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix sp001899635","terrestrial",8
"otu_9019","Bacteria","Myxococcota","Polyangia",NA,NA,NA,"mud_and_shore:terrestrial",4
"otu_9475","Bacteria","Myxococcota","Polyangia","Haliangiaceae","JABFXX01","JABFXX01 sp013812655","terrestrial",6
"otu_5724","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix sp001899635","freshwater",15
"otu_16397","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix luteola","terrestrial",7
"otu_16711","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix luteola","freshwater:terrestrial",7
"otu_3745","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix luteola","mud_and_shore:terrestrial",6
"otu_851","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix sp001899635","terrestrial",11
"otu_2294","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix sp001899635","freshwater:terrestrial",10
"otu_54","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix sp001899635","freshwater:terrestrial",18
"otu_1150","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix luteola","freshwater",5
"otu_6521","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix sp001899635","freshwater:terrestrial",7
"otu_9261","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix sp001899635","freshwater:terrestrial",5
"otu_14673","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix sp001899635","terrestrial",4
"otu_303","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix sp001899635","freshwater:terrestrial",10
"otu_174","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix sp001899635","freshwater:terrestrial",11
"otu_3748","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix sp001899635","freshwater:mud_and_shore",5
"otu_10954","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix sp001899635","freshwater:terrestrial",8
"otu_7961","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix luteola","freshwater:terrestrial",5
"otu_647","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix sp001899635","freshwater:terrestrial",13
"otu_18023","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix sp001899635","freshwater:terrestrial",5
"otu_4533","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix luteola","freshwater:terrestrial",5
"otu_688","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix sp001899635","terrestrial",5
"otu_2727","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix sp001899635","terrestrial",6
"otu_4953","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix sp001899635","terrestrial",4
"otu_12869","Bacteria","Myxococcota","Polyangia","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","freshwater:terrestrial",6
"otu_12979","Bacteria","Myxococcota","Polyangia","Haliangiaceae",NA,NA,"freshwater:terrestrial",8
"otu_4750","Bacteria","Myxococcota","Polyangia","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","freshwater:terrestrial",7
"otu_12372","Bacteria","Myxococcota","Polyangia","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","freshwater:terrestrial",9
"otu_8298","Bacteria","Myxococcota","Polyangia","Haliangiaceae","WYBA01","WYBA01 sp011526095","freshwater:terrestrial",4
"otu_10558","Bacteria","Myxococcota","Polyangia","Haliangiaceae",NA,NA,"freshwater",4
"otu_15989","Bacteria","Myxococcota","Polyangia","Haliangiaceae","WYBA01","WYBA01 sp011526095","freshwater:terrestrial",7
"otu_4265","Bacteria","Myxococcota","Polyangia","Haliangiaceae","WYBA01","WYBA01 sp011526095","freshwater:terrestrial",5
