"tip_label","kingdom","phylum","class","family","genus","species","habitat_preference","num_present"
"otu_6845","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater",6
"otu_3212","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","terrestrial",9
"otu_661","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater:terrestrial",22
"otu_621","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater:terrestrial",19
"otu_14694","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Stigmatella","Stigmatella erecta","terrestrial",6
"otu_22445","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Stigmatella","Stigmatella erecta","terrestrial",6
"otu_4862","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","terrestrial",4
"otu_7219","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater:terrestrial",8
"otu_724","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","terrestrial",8
"otu_4958","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater",9
"otu_1477","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater",5
"otu_2031","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater:mud_and_shore",10
"otu_1880","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater",14
"otu_692","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater",12
"otu_7537","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","terrestrial",4
"otu_22054","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","mud_and_shore:terrestrial",5
"otu_11448","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater",6
"otu_2693","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","terrestrial",6
"otu_5182","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater:terrestrial",6
"otu_3670","Bacteria","Myxococcota","Myxococcia","Myxococcaceae",NA,NA,"terrestrial",7
"otu_3790","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater",9
"otu_839","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater",11
"otu_5004","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater",4
"otu_8812","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater",7
"otu_359","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","terrestrial",5
"otu_10845","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903904005","freshwater",6
"otu_9529","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Corallococcus","Corallococcus exercitus","freshwater:terrestrial",9
"otu_7762","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903904005","freshwater",4
"otu_7425","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Corallococcus","Corallococcus sp003600865","terrestrial",7
"otu_6417","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903855945","terrestrial",4
"otu_6333","Bacteria","Myxococcota","Myxococcia","40CM-4-68-19","40CM-4-68-19","40CM-4-68-19 sp005879805","freshwater:terrestrial",4
"otu_10163","Bacteria","Myxococcota","Myxococcia","Myxococcaceae",NA,NA,"terrestrial",5
"otu_11633","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","terrestrial",5
"otu_7657","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Corallococcus",NA,"freshwater:terrestrial",7
"otu_3775","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Corallococcus",NA,"freshwater:terrestrial",6
"otu_12431","Bacteria","Myxococcota","Myxococcia","Myxococcaceae",NA,NA,"terrestrial",4
"otu_1056","Bacteria","Myxococcota","Myxococcia","Myxococcaceae",NA,NA,"freshwater:terrestrial",11
"otu_1424","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Corallococcus","Corallococcus sp003611675","terrestrial",9
"otu_124","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Corallococcus",NA,"terrestrial",15
"otu_9191","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Corallococcus","Corallococcus interemptor","freshwater:terrestrial",7
"otu_3795","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","terrestrial",4
"otu_443","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","terrestrial",11
"otu_1055","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater:terrestrial",6
"otu_2400","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater:terrestrial",9
"otu_13517","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater",4
"otu_3202","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater",12
"otu_2783","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater",12
"otu_1128","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater",12
"otu_6507","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater",8
"otu_671","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater:terrestrial",12
"otu_1804","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater:terrestrial",23
"otu_9506","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater:terrestrial",13
"otu_1960","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","terrestrial",6
"otu_780","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater:terrestrial",19
"otu_8125","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater",9
"otu_10629","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","terrestrial",4
"otu_14269","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater",4
"otu_3592","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater:terrestrial",12
"otu_281","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","terrestrial",15
"otu_5900","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater:terrestrial",8
"otu_4761","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater:terrestrial",5
"otu_7638","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","terrestrial",6
"otu_10241","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","terrestrial",4
"otu_5107","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater",8
"otu_5431","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater",4
"otu_5170","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater",4
"otu_1173","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater",7
"otu_1703","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater",6
"otu_4269","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater",10
"otu_8512","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater",6
"otu_2522","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater:mud_and_shore",4
"otu_2367","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater:terrestrial",6
"otu_1641","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater",11
"otu_3526","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater:mud_and_shore",8
"otu_1717","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater:terrestrial",22
"otu_6452","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater:terrestrial",11
"otu_2091","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater:terrestrial",14
"otu_10730","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater:terrestrial",7
"otu_7090","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater",4
"otu_377","Bacteria","Myxococcota","Myxococcia","Myxococcaceae",NA,NA,"mud_and_shore",5
"otu_925","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater",9
"otu_9045","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Aggregicoccus","Aggregicoccus sp009659535","freshwater:terrestrial",5
"otu_3062","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Aggregicoccus","Aggregicoccus sp009659535","terrestrial",14
"otu_10994","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Aggregicoccus","Aggregicoccus sp009659535","freshwater:terrestrial",7
"otu_4601","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Aggregicoccus","Aggregicoccus sp009659535","freshwater:terrestrial",4
"otu_8661","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Aggregicoccus","Aggregicoccus sp009659535","freshwater",4
"otu_5877","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Aggregicoccus","Aggregicoccus sp009659535","terrestrial",4
"otu_1506","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Aggregicoccus","Aggregicoccus sp009659535","terrestrial",10
"otu_21247","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Aggregicoccus","Aggregicoccus sp009659535","terrestrial",6
"otu_9295","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Corallococcus","Corallococcus exercitus","terrestrial",4
"otu_8348","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater",4
"otu_10522","Bacteria","Myxococcota","Polyangia","Polyangiaceae",NA,NA,"freshwater:terrestrial",5
"otu_2409","Bacteria","Myxococcota","Polyangia","Haliangiaceae","WYBA01","WYBA01 sp011526095","terrestrial",7
"otu_352","Bacteria","Myxococcota","Polyangia","Ga0077539","Ga0077539","Ga0077539 sp013298625","terrestrial",5
"otu_7","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Palsa-1150","Palsa-1150 sp003139415","freshwater:terrestrial",13
"otu_3680","Bacteria","Myxococcota","Polyangia","Ga0077539","Ga0077539","Ga0077539 sp013298625","freshwater:terrestrial",10
"otu_10531","Bacteria","Myxococcota","Polyangia",NA,NA,NA,"freshwater:terrestrial",6
"otu_1832","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Polyangium","Polyangium sp005144635","freshwater:mud_and_shore",4
"otu_149","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Palsa-1150","Palsa-1150 sp003139415","freshwater:terrestrial",7
"otu_3172","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Palsa-1150","Palsa-1150 sp003139415","freshwater:terrestrial",4
"otu_379","Bacteria","Myxococcota","Polyangia","Ga0077539","SCUS01","SCUS01 sp903845045","freshwater:terrestrial",6
"otu_897","Bacteria","Myxococcota","Polyangia","Polyangiaceae",NA,NA,"freshwater:terrestrial",10
"otu_3873","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Palsa-1150","Palsa-1150 sp003139415","freshwater",6
"otu_10","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Minicystis","Minicystis rosea","freshwater:mud_and_shore",18
"otu_6204","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Palsa-1150","Palsa-1150 sp003139415","freshwater",4
"otu_5901","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Minicystis","Minicystis rosea","terrestrial",4
"otu_6049","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Minicystis","Minicystis rosea","terrestrial",6
"otu_11352","Bacteria","Myxococcota","Polyangia","Polyangiaceae",NA,NA,"terrestrial",5
"otu_5334","Bacteria","Myxococcota","Polyangia","Polyangiaceae",NA,NA,"freshwater:terrestrial",9
"otu_3695","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Minicystis","Minicystis rosea","freshwater:terrestrial",8
"otu_14011","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Minicystis","Minicystis rosea","terrestrial",5
"otu_744","Bacteria","Myxococcota","Polyangia","Polyangiaceae","SZUA-265","SZUA-265 sp003235365","terrestrial",4
"otu_1434","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Minicystis","Minicystis rosea","terrestrial",4
"otu_1245","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Minicystis","Minicystis rosea","freshwater:terrestrial",7
"otu_9988","Bacteria","Myxococcota","Polyangia","Polyangiaceae",NA,NA,"freshwater:terrestrial",8
"otu_7720","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Minicystis","Minicystis rosea","freshwater:terrestrial",10
"otu_2118","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Minicystis","Minicystis rosea","terrestrial",4
"otu_12188","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Minicystis","Minicystis rosea","freshwater:terrestrial",4
"otu_8486","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Minicystis","Minicystis rosea","terrestrial",4
"otu_1387","Bacteria","Myxococcota","Polyangia","Polyangiaceae","NIC37A-2","NIC37A-2 sp002085155","freshwater:mud_and_shore",8
"otu_1778","Bacteria","Myxococcota","Polyangia","Polyangiaceae","NIC37A-2","NIC37A-2 sp002085155","freshwater:mud_and_shore",8
"otu_8773","Bacteria","Myxococcota","Polyangia","Polyangiaceae","NIC37A-2","NIC37A-2 sp002085155","freshwater",5
"otu_1508","Bacteria","Myxococcota","Polyangia","Polyangiaceae","NIC37A-2","NIC37A-2 sp002085155","freshwater",8
"otu_2548","Bacteria","Myxococcota","Polyangia","Polyangiaceae","NIC37A-2","NIC37A-2 sp002085155","freshwater:mud_and_shore",11
"otu_8540","Bacteria","Myxococcota","Polyangia","Polyangiaceae","NIC37A-2","NIC37A-2 sp002085155","freshwater",6
"otu_1935","Bacteria","Myxococcota","Polyangia","Polyangiaceae","NIC37A-2","NIC37A-2 sp002085155","freshwater:mud_and_shore",9
"otu_36","Bacteria","Myxococcota","Polyangia","Polyangiaceae","SZUA-265","SZUA-265 sp003235365","freshwater:mud_and_shore",11
"otu_3946","Bacteria","Myxococcota","Polyangia","Polyangiaceae","SZUA-265","SZUA-265 sp003235365","freshwater:terrestrial",4
"otu_11843","Bacteria","Myxococcota","Polyangia","Polyangiaceae","SZUA-265","SZUA-265 sp003235365","freshwater",4
"otu_6351","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Corallococcus",NA,"freshwater",5
"otu_5703","Bacteria","Myxococcota","Polyangia","Polyangiaceae","SZUA-265","SZUA-265 sp003235365","freshwater:mud_and_shore",7
"otu_3024","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Minicystis","Minicystis rosea","freshwater:terrestrial",5
"otu_6037","Bacteria","Myxococcota","Polyangia","Polyangiaceae",NA,NA,"terrestrial",7
"otu_2960","Bacteria","Myxococcota","Polyangia","Sandaracinaceae","MED-G138","MED-G138 sp004213565","freshwater:terrestrial",12
"otu_2551","Bacteria","Myxococcota","Polyangia","Polyangiaceae","NIC37A-2","NIC37A-2 sp002085155","freshwater:terrestrial",9
"otu_1094","Bacteria","Myxococcota","Polyangia","Polyangiaceae","NIC37A-2","NIC37A-2 sp002085155","freshwater",10
"otu_710","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Minicystis","Minicystis rosea","freshwater:terrestrial",19
"otu_1859","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Minicystis","Minicystis rosea","terrestrial",4
"otu_1948","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Minicystis","Minicystis rosea","freshwater:terrestrial",4
"otu_400","Bacteria","Myxococcota","Polyangia","Sandaracinaceae","MED-G138","MED-G138 sp004213565","freshwater:terrestrial",15
"otu_10520","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Minicystis","Minicystis rosea","freshwater:terrestrial",5
"otu_4435","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Minicystis","Minicystis rosea","freshwater:terrestrial",8
"otu_2395","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix sp009781005","freshwater:terrestrial",4
"otu_5747","Bacteria","Myxococcota","Polyangia","Polyangiaceae","NIC37A-2","NIC37A-2 sp002085155","freshwater:terrestrial",6
"otu_1152","Bacteria","Myxococcota","Polyangia","Polyangiaceae","NIC37A-2","NIC37A-2 sp002085155","terrestrial",4
"otu_613","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp004193285","freshwater",7
"otu_8223","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp004193285","terrestrial",6
"otu_9468","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp004193285","terrestrial",4
"otu_3090","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp004193285","terrestrial",4
"otu_5380","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp004193285","freshwater:terrestrial",4
"otu_14033","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp004193285","freshwater:terrestrial",5
"otu_1024","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp004193285","terrestrial",5
"otu_2340","Bacteria","Myxococcota","Polyangia","Polyangiaceae",NA,NA,"terrestrial",5
"otu_2083","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp004193285","freshwater:terrestrial",13
"otu_16958","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp004193285","terrestrial",4
"otu_4231","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp004193285","freshwater:terrestrial",5
"otu_1027","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp004193285","freshwater",7
"otu_871","Bacteria","Myxococcota","Polyangia","SG8-38","JAADHO01","JAADHO01 sp009992505","freshwater:terrestrial",4
"otu_1464","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Minicystis","Minicystis rosea","freshwater:terrestrial",7
"otu_1909","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Minicystis","Minicystis rosea","freshwater:terrestrial",8
"otu_1017","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Minicystis","Minicystis rosea","terrestrial",4
"otu_1535","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Minicystis","Minicystis rosea","freshwater:terrestrial",5
"otu_6427","Bacteria","Myxococcota","Polyangia","Polyangiaceae",NA,NA,"terrestrial",4
"otu_2062","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp004193285","freshwater:terrestrial",7
"otu_9769","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp004193285","terrestrial",4
"otu_793","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Minicystis","Minicystis rosea","freshwater:terrestrial",10
"otu_4845","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Minicystis","Minicystis rosea","terrestrial",4
"otu_12048","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Minicystis","Minicystis rosea","terrestrial",7
"otu_7841","Bacteria","Myxococcota","Polyangia","SG8-38","GCA-2699025","GCA-2699025 sp002699025","freshwater:terrestrial",9
"otu_5207","Bacteria","Myxococcota","Polyangia","Sandaracinaceae","MED-G138","MED-G138 sp004213565","mud_and_shore",5
"otu_7440","Bacteria","Myxococcota","Polyangia","Haliangiaceae","Haliangium","Haliangium ochraceum","mud_and_shore",4
"otu_10868","Bacteria","Myxococcota","Polyangia","Haliangiaceae","WYBA01","WYBA01 sp011526095","freshwater:terrestrial",7
"otu_12444","Bacteria","Myxococcota","Polyangia",NA,NA,NA,"terrestrial",5
"otu_9320","Bacteria","Myxococcota","Polyangia","Nannocystaceae","Nannocystis","Nannocystis sp013812955","mud_and_shore",4
"otu_5467","Bacteria","Myxococcota","Polyangia",NA,NA,NA,"mud_and_shore",4
"otu_13686","Bacteria","Myxococcota","Polyangia","J016","J016","J016 sp003696105","mud_and_shore",7
"otu_8858","Bacteria","Myxococcota","UBA9042","PHBI01","PHBI01",NA,"mud_and_shore",4
"otu_10840","Bacteria","Myxococcota","Polyangia","J016","J016","J016 sp003696105","mud_and_shore",4
"otu_8647","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903855945","mud_and_shore",6
"otu_16730","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903855945","mud_and_shore",4
"otu_10310","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","CAIOAK01","CAIOAK01 sp903855945","mud_and_shore",6
"otu_13591","Bacteria","Myxococcota","Polyangia","Sandaracinaceae","Sandaracinus","Sandaracinus amylolyticus","terrestrial",4
"otu_8216","Bacteria","Myxococcota","Polyangia","Haliangiaceae","WYBA01","WYBA01 sp011526095","terrestrial",5
"otu_15657","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Minicystis","Minicystis rosea","terrestrial",4
"otu_2650","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Minicystis","Minicystis rosea","freshwater",4
"otu_6084","Bacteria","Myxococcota","UBA9042","PHBI01","PHBI01","PHBI01 sp002841945","mud_and_shore",4
"otu_13395","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Minicystis","Minicystis rosea","mud_and_shore",5
"otu_3512","Bacteria","Myxococcota","Polyangia","SG8-38","JAADHO01","JAADHO01 sp013151775","mud_and_shore",4
"otu_2441","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","Anaeromyxobacter",NA,"mud_and_shore",4
"otu_3709","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","Anaeromyxobacter","Anaeromyxobacter sp000017505","terrestrial",5
"otu_2566","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","Anaeromyxobacter","Anaeromyxobacter dehalogenans","mud_and_shore",4
"otu_6882","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","Anaeromyxobacter","Anaeromyxobacter dehalogenans","mud_and_shore",4
"otu_845","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","Anaeromyxobacter",NA,"mud_and_shore",5
"otu_13321","Bacteria","Myxococcota","Bradymonadia","GCA-2716585","GCA-2716585","GCA-2716585 sp002716585","mud_and_shore",4
"otu_3346","Bacteria","Myxococcota","Bradymonadia","GCA-2716585","GCA-2716585","GCA-2716585 sp002716585","mud_and_shore",4
"otu_11998","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","Anaeromyxobacter",NA,"mud_and_shore",9
"otu_10796","Bacteria","Myxococcota","Bradymonadia","UBA1532","SHZC01","SHZC01 sp009692505","mud_and_shore",4
"otu_13508","Bacteria","Myxococcota","Bradymonadia","Bradymonadaceae","Persicimonas","Persicimonas caeni","mud_and_shore:terrestrial",4
"otu_9551","Bacteria","Myxococcota","Polyangia",NA,NA,NA,"mud_and_shore",6
"otu_9884","Bacteria","Myxococcota","Polyangia","Haliangiaceae","Haliangium","Haliangium ochraceum","terrestrial",4
"otu_6816","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Minicystis","Minicystis rosea","mud_and_shore",7
"otu_2570","Bacteria","Myxococcota","Polyangia","Haliangiaceae","UBA2376","UBA2376 sp900696455","mud_and_shore",5
"otu_8458","Bacteria","Myxococcota","Bradymonadia","Bradymonadaceae","Persicimonas","Persicimonas caeni","mud_and_shore",6
"otu_2826","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Minicystis","Minicystis rosea","mud_and_shore",4
"otu_8241","Bacteria","Myxococcota","Bradymonadia","Bradymonadaceae","Persicimonas","Persicimonas caeni","mud_and_shore",4
"otu_11910","Bacteria","Myxococcota","Bradymonadia","Bradymonadaceae","Lujinxingia","Lujinxingia sp007997005","mud_and_shore",6
"otu_6551","Bacteria","Myxococcota","Polyangia","Haliangiaceae","UBA2376","UBA2376 sp900696455","mud_and_shore",4
"otu_10746","Bacteria","Myxococcota","Polyangia","Haliangiaceae","Haliangium","Haliangium ochraceum","mud_and_shore",9
"otu_7651","Bacteria","Myxococcota","Polyangia","SG8-38","GCA-2699025","GCA-2699025 sp002699025","mud_and_shore",4
"otu_1958","Bacteria","Myxococcota","Bradymonadia","Bradymonadaceae","Persicimonas","Persicimonas caeni","mud_and_shore",6
"otu_8520","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Polyangium","Polyangium sp005144635","mud_and_shore",6
"otu_10121","Bacteria","Myxococcota","Polyangia","Haliangiaceae","Haliangium","Haliangium ochraceum","mud_and_shore",4
"otu_1658","Bacteria","Myxococcota","Polyangia","Haliangiaceae","UBA2376","UBA2376 sp900696455","mud_and_shore",4
"otu_4422","Bacteria","Myxococcota","Polyangia","SG8-38","JAADHO01","JAADHO01 sp013151775","mud_and_shore",8
"otu_15041","Bacteria","Myxococcota","Myxococcia","Anaeromyxobacteraceae","Anaeromyxobacter",NA,"mud_and_shore",4
"otu_5074","Bacteria","Myxococcota","Polyangia","SG8-38","JAADHO01","JAADHO01 sp013151775","mud_and_shore",4
"otu_1686","Bacteria","Myxococcota","Polyangia","SG8-38","JAADHO01","JAADHO01 sp013151775","mud_and_shore",4
"otu_10807","Bacteria","Myxococcota","Polyangia","SG8-38","JAADHO01","JAADHO01 sp013151775","mud_and_shore",4
"otu_4502","Bacteria","Myxococcota","Polyangia","SG8-38","JAADHO01","JAADHO01 sp013151775","mud_and_shore",9
"otu_17049","Bacteria","Myxococcota","Polyangia","SG8-38","JAADHO01","JAADHO01 sp013151775","mud_and_shore",5
"otu_530","Bacteria","Myxococcota","Polyangia","SG8-38","JAADHO01","JAADHO01 sp013151775","mud_and_shore",7
"otu_785","Bacteria","Myxococcota","Polyangia","SG8-38","JAADHO01","JAADHO01 sp013151775","mud_and_shore",5
"otu_3238","Bacteria","Myxococcota","Polyangia","SG8-38","JAADHO01","JAADHO01 sp013151775","mud_and_shore",5
"otu_2213","Bacteria","Myxococcota","Polyangia","GCA-2747355","GCA-2747355","GCA-2747355 sp002747355","mud_and_shore",7
"otu_5544","Bacteria","Myxococcota","Polyangia","Sandaracinaceae","MED-G138","MED-G138 sp004213565","mud_and_shore",4
"otu_755","Bacteria","Myxococcota","Polyangia","SG8-38","GCA-2699025","GCA-2699025 sp002699025","mud_and_shore",5
"otu_1374","Bacteria","Myxococcota","Polyangia","SG8-38","GCA-2699025","GCA-2699025 sp002699025","mud_and_shore",11
"otu_2402","Bacteria","Myxococcota","Polyangia","SG8-38",NA,NA,"mud_and_shore",5
"otu_2813","Bacteria","Myxococcota","Polyangia","SG8-38","JAADHO01","JAADHO01 sp013151775","mud_and_shore",6
"otu_2308","Bacteria","Myxococcota","Polyangia","GCA-2747355","GCA-2747355","GCA-2747355 sp002747355","mud_and_shore",6
