generation,N_shifts,logPrior,logLik,eventRate,acceptRate
22460000,34,-420.364,1991.86,43.5144,0.553
22480000,29,-386.066,2020.34,33.083,0.491
22500000,32,-417.079,2020.33,31.7337,0.527
22520000,24,-313.915,2021,24.4703,0.474
22540000,24,-318.439,2014.46,32.1745,0.503606
22560000,30,-377.513,2030.42,30.9778,0.488
22580000,27,-359.11,2015.54,35.5121,0.493
22600000,30,-375.427,1996.76,27.0098,0.495
22620000,30,-377.487,1997.95,36.146,0.524
22640000,25,-327.512,2018.95,28.79,0.492
22660000,27,-340.419,2001.38,21.8027,0.518667
22680000,29,-389.518,1987.63,30.9975,0.531
22700000,24,-331.037,2018.35,25.8242,0.502167
22720000,25,-336.673,1993.77,41.0949,0.496143
22740000,28,-357.213,1985.45,28.4137,0.534
22760000,24,-329.145,2006.49,21.5717,0.489
22780000,27,-343.312,2003.42,27.5458,0.5114
22800000,31,-394.839,2013.53,26.1477,0.546
22820000,29,-371.296,1997.73,26.4833,0.503
22840000,28,-359.409,2006.44,27.5248,0.524
22860000,25,-329.336,2001.55,25.2768,0.523
22880000,25,-327.501,1991.71,16.4782,0.519
22900000,25,-319.027,1980.42,29.7012,0.495
22920000,22,-288.848,2010.63,19.7427,0.514
22940000,24,-319.256,2018.4,18.2143,0.498
22960000,26,-341.195,1984.93,20.2068,0.518
22980000,28,-360.651,1995,25.0216,0.508941
23000000,31,-383.81,2016.35,34.2557,0.5435
23020000,29,-375.275,2034.08,21.0726,0.539
23040000,27,-363.35,2029.87,21.6594,0.508
23060000,25,-339.91,1998.69,21.0788,0.514
23080000,26,-332.705,2025.82,18.3485,0.519
23100000,25,-330.279,2016.89,32.27,0.5236
23120000,23,-300.575,2012.68,20.3126,0.497
23140000,28,-365.726,1996.19,23.0483,0.538
23160000,24,-317.172,2039.53,19.3376,0.521
23180000,28,-361.753,2008.42,28.39,0.513
23200000,30,-397.039,2048.29,38.3697,0.537
23220000,30,-400.116,2041.59,29.4815,0.525538
23240000,28,-372.367,2035.51,34.2144,0.495625
23260000,26,-333.814,1996.7,22.4937,0.493
23280000,26,-345.7,2046.81,25.4331,0.471
23300000,29,-377.181,1992.95,28.0706,0.532
23320000,24,-321.202,2017.46,29.5155,0.48
23340000,31,-389.201,2026.27,33.6987,0.535
23360000,28,-363.333,2030.73,32.8728,0.49325
23380000,28,-360.256,2035.23,28.3582,0.51
23400000,26,-347.251,2027.59,26.2273,0.529
23420000,25,-329.164,2020.95,28.6717,0.511
23440000,27,-339.167,1992.54,27.9376,0.505
23460000,32,-408.422,2031.15,33.0158,0.541
23480000,29,-374.401,2020.2,23.2553,0.53355
23500000,29,-373.803,2058.31,36.9351,0.55
23520000,25,-334.709,2035.85,24.182,0.51828
23540000,30,-383.963,2036.56,30.4258,0.533
23560000,27,-356.576,2049.86,34.4066,0.494
23580000,29,-371.901,2028.87,31.1638,0.538
23600000,28,-362.654,2038.26,27.1609,0.512
23620000,36,-445.186,2037.4,39.3776,0.5265
23640000,30,-392.773,2053.18,31.6438,0.53215
23660000,27,-338.822,2024.33,29.7458,0.491
23680000,24,-311.623,2018.33,29.9717,0.512
23700000,25,-328.05,2007.45,18.1466,0.499
23720000,29,-380.27,2062.36,36.6994,0.508
23740000,25,-335.384,2050.69,30.2634,0.486
23760000,30,-387.853,2042.87,22.0183,0.524
23780000,30,-389.631,2036.24,21.094,0.517
23800000,33,-421.18,2019.04,32.0873,0.526667
23820000,27,-355.385,2040.49,21.9146,0.514
23840000,32,-400.486,2004.69,37.5191,0.542
23860000,27,-350.366,2015.69,26.6954,0.511154
23880000,32,-416.286,2015.37,34.8736,0.514111
23900000,25,-339.045,2023.24,26.3145,0.519
23920000,27,-357.384,2004,19.9164,0.500636
23940000,28,-365.051,2036.77,31.1915,0.5466
23960000,25,-332.265,2038.47,41.8148,0.524
23980000,24,-316.53,2025.56,26.9257,0.526067
24000000,23,-303.715,2003.89,37.7084,0.518
24020000,28,-364.912,2043.71,33.4433,0.535
24040000,28,-368.55,2009.47,28.0843,0.52
24060000,20,-275.731,1995.52,17.9185,0.493
24080000,25,-329.929,2003.1,26.9152,0.503
24100000,27,-361.864,2043.18,24.6289,0.518667
24120000,27,-355.719,1993.55,41.0138,0.544
24140000,27,-344.939,2006.79,28.7305,0.492
24160000,26,-333.921,1985.45,33.5517,0.543889
24180000,23,-293.919,2012.26,22.9542,0.503
24200000,24,-316.709,2017.38,21.9389,0.522
24220000,29,-364.905,1996.76,25.7298,0.535
24240000,25,-324.387,2019.95,26.3075,0.531
24260000,27,-339.737,2023.94,20.5127,0.518833
24280000,28,-351.778,2019.71,23.3728,0.533
24300000,24,-317.053,2013.13,28.3062,0.511
24320000,29,-374.348,2038.44,31.7082,0.53
24340000,29,-376.31,1997.44,31.8483,0.526
24360000,30,-379.519,2028.78,31.0287,0.54
24380000,25,-338.135,2018.49,29.2911,0.508333
24400000,26,-352.337,2006.07,28.5902,0.502
24420000,29,-367.077,2012,37.6084,0.55
24440000,27,-357.165,1989.17,21.3566,0.497
24460000,22,-294.264,2017.77,18.7174,0.49
24480000,25,-327.959,2019.82,21.7497,0.471
